station_name,wigos_station_identifier,traditional_station_identifier,facility_type,latitude,longitude,elevation,territory_name,wmo_region
Park Falls (WI),0-20008-0-LEF,LEF,Land (fixed),45.93000031,-90.26999664,868,United States (the),IV
Pawnee/Nunn (CO),0-20008-0-PWN,PWN,Land (fixed),40.80550003,-104.7546997,1641,United States (the),IV
Pellston (MI),0-20008-0-PEL,PEL,Land (fixed),45.56000137,-84.66999817,238,United States (the),IV
Penn State (PA),0-20008-0-PSU,PSU,Land (fixed),40.78333282,-77.93333435,393,United States (the),IV
Perkinstown,0-20008-0-PRK,PRK,Land (fixed),45.206525,-90.597209,462,United States (the),IV
Petrified Forest NP,0-20008-0-PFN,PFN,Land (fixed),34.91389847,-109.7957993,1690,United States (the),IV
Pinedale,0-20008-0-PND,PND,Land (fixed),42.929031,-109.787796,2386,United States (the),IV
Point Arena (CA),0-20008-0-PTA,PTA,Land (fixed),38.95000076,-123.7300034,17,United States (the),IV
Point Six Mountain,0-840-0-PSM,PSM,Land (fixed),47.03,-113.98,2462,United States (the),IV
Poker Flat (AK),0-20008-0-POK,POK,Land (fixed),65.1166687,-147.4833069,204,United States (the),IV
Presque Isle (ME),0-20008-0-PQI,PQI,Land (fixed),46.68000031,-68.04000092,144,United States (the),IV
Prince Edward,0-20008-0-PED,PED,Land (fixed),37.165222,-78.307067,149,United States (the),IV
Pullman (WA),0-20008-0-PUL,PUL,Land (fixed),46.75,-117.1800003,804,United States (the),IV
QUAD CITY,0-20000-0-74455,74455,Land (fixed),41.61138889,-90.58166667,230.5,United States (the),IV
QUILLAYUTE,0-20000-0-72797,72797,Land (fixed),47.93388889,-124.5602778,56.8,United States (the),IV
QUINCY,0-20000-0-72443,72443,Land (fixed),39.94305556,-91.19388889,0,United States (the),IV
Quaker City,0-20008-0-QAK,QAK,Land (fixed),39.942714,-81.337914,371,United States (the),IV
RALEIGH/RALEIGH-DURHAM,0-20000-0-72306,72306,Land (fixed),35.86666667,-78.78333333,132,United States (the),IV
RANTOUL/CHANUTE AFB,0-20000-0-72531,72531,Land (fixed),40.3,-88.15,0,United States (the),IV
RAPID CITY WFO,0-20001-0-72662,72662,Land (fixed),44.07301399,-103.2102729,1030.55,United States (the),IV
RAPID CITY/REGIONAL AIRPORT,0-20000-0-72662,72662,Land (fixed),44.0453,-103.0569,965.6,United States (the),IV
RAWLINGS,0-20000-0-72669,72669,Land (fixed),41.80611111,-107.2,0,United States (the),IV
RED BLUFF/MUN.,0-20000-0-72591,72591,Land (fixed),40.15,-122.25,108,United States (the),IV
REDDING/MUN,0-20000-0-72592,72592,Land (fixed),40.5,-122.3,153,United States (the),IV
REDIG,0-20000-0-72661,72661,Land (fixed),45.26666667,-103.5333333,924,United States (the),IV
REDSTONE ARSENAL,0-20000-0-74001,74001,Land (fixed),34.6,-86.63333333,0,United States (the),IV
RENO,0-20000-0-72489,72489,Land (fixed),39.56805556,-119.7966667,1518,United States (the),IV
RENO/INT.,0-20000-0-72488,72488,Land (fixed),39.5,-119.7833333,1344,United States (the),IV
RICHMOND/BYRD,0-20000-0-72401,72401,Land (fixed),37.5,-77.33333333,51,United States (the),IV
RIVERSIDE/MARCH AFB. CA.,0-20000-0-72286,72286,Land (fixed),33.9,-117.25,0,United States (the),IV
RIVERTON,0-20000-0-72672,72672,Land (fixed),43.06472222,-108.4766667,1699,United States (the),IV
ROANOKE/MUN.,0-20000-0-72411,72411,Land (fixed),37.31666667,-79.96666667,358,United States (the),IV
ROBERT FIELD ARPT,0-20000-0-72692,72692,Land (fixed),44.25388889,-121.15,0,United States (the),IV
ROCHESTER/MUN.,0-20000-0-72644,72644,Land (fixed),43.91666667,-92.5,401,United States (the),IV
ROCHESTER/ROCHESTER-MONROE CO.,0-20000-0-72529,72529,Land (fixed),43.11666667,-77.66666667,171,United States (the),IV
ROCKFORD/GREATER ROCKFORD,0-20000-0-72543,72543,Land (fixed),42.2,-89.1,224,United States (the),IV
ROLLA-VICHY,0-20000-0-72442,72442,Land (fixed),38.12805556,-91.76888889,0,United States (the),IV
ROME,0-20000-0-72320,72320,Land (fixed),34.35,-85.16666667,196,United States (the),IV
ROOSEVELT,0-20000-0-74420,74420,Land (fixed),40.3,-109.9833333,1553,United States (the),IV
ROSEGLEN,0-20000-0-72765,72765,Land (fixed),47.75,-101.8333333,0,United States (the),IV
ROSWELL/INDUSTRIAL AIR CENTER,0-20000-0-72268,72268,Land (fixed),33.3,-104.5333333,1118,United States (the),IV
RUMFORD,0-20000-0-72618,72618,Land (fixed),44.53333333,-70.53333333,192,United States (the),IV
Raleigh (NC),0-20008-0-RAL,RAL,Land (fixed),35.72900009,-78.68000031,124,United States (the),IV
Red Lake Nation,0-20008-0-RED,RED,Land (fixed),47.8638,-94.8352,372,United States (the),IV
Research Triangle Park (NC),0-20008-0-RTP,RTP,Land (fixed),35.88800049,-78.875,134,United States (the),IV
Richland (WA),0-20008-0-RLD,RLD,Land (fixed),46.20000076,-119.1600037,123,United States (the),IV
Riverside (CA),0-20008-0-RVS,RVS,Land (fixed),34.00049973,-117.3462982,32,United States (the),IV
Rocky Ford 2 SE,0-840-300-05H7167,05H7167,Land (fixed),38.0385,-103.6948,1271,United States (the),IV
Rocky Mountain (CO),0-20008-0-RMT,RMT,Land (fixed),40.02999878,-105.5299988,2891,United States (the),IV
Rocky Mountain NP,0-20008-0-RMN,RMN,Land (fixed),40.27830124,-105.5457001,2760,United States (the),IV
Rogersville 1 NE,0-840-300-40H7884,40H7884,Land (fixed),36.4161,-82.9838,413,United States (the),IV
SACRAMENTO/EXECUTIVE CA.,0-20000-0-72483,72483,Land (fixed),38.51666667,-121.5,6,United States (the),IV
SALEM/MCNARY,0-20000-0-72694,72694,Land (fixed),44.90916667,-123.0083333,62.4,United States (the),IV
SALINAS,0-20000-0-72593,72593,Land (fixed),36.66305556,-121.605,0,United States (the),IV
SALISBURY,0-20000-0-72398,72398,Land (fixed),38.34111111,-75.51,0,United States (the),IV
SALT LAKE CITY/INTNL UT.,0-20000-0-72572,72572,Land (fixed),40.77222222,-111.9552778,1289,United States (the),IV
SALTON SEA,0-20000-0-74718,74718,Land (fixed),33.21666667,-115.8666667,0,United States (the),IV
SAN ANGELO/MATHIS,0-20000-0-72263,72263,Land (fixed),31.36666667,-100.5,584,United States (the),IV
SAN ANTONIO/INT.,0-20000-0-72253,72253,Land (fixed),29.53333333,-98.46666667,247,United States (the),IV
SAN DIEGO/LINDBERGH,0-20000-0-72290,72290,Land (fixed),32.73333333,-117.1666667,5,United States (the),IV
SAN DIEGO/MIRAMAR,0-20000-0-72293,72293,Land (fixed),32.83333333,-117.1166667,133.5,United States (the),IV
SAN FRANCISCO/INT.,0-20000-0-72494,72494,Land (fixed),37.61666667,-122.3833333,6,United States (the),IV
SAN NICOLAS IS./NF,0-20000-0-72291,72291,Land (fixed),33.25,-119.45,153,United States (the),IV
SAN SIMEON/PT. PIEDRAS BLANCAS CGLS,0-20000-0-72390,72390,Land (fixed),35.66666667,-121.2833333,0,United States (the),IV
SANDBERG,0-20000-0-72383,72383,Land (fixed),34.75,-118.7333333,1377,United States (the),IV
SANDERSON,0-20000-0-74730,74730,Land (fixed),30.16666667,-102.4166667,0,United States (the),IV
SANTA MARIA,0-20000-0-72394,72394,Land (fixed),34.9,-120.45,79,United States (the),IV
SANTA TERESA,0-20000-0-72364,72364,Land (fixed),31.87277778,-106.6980556,1254,United States (the),IV
SAVANNAH/MUNICIPAL,0-20000-0-72207,72207,Land (fixed),32.13333333,-81.2,15,United States (the),IV
SAYLOR CREEK GUNNERY RANGE,0-20000-0-74413,74413,Land (fixed),42.53333333,-115.7,0,United States (the),IV
SCOTTSBLUFF,0-20000-0-72566,72566,Land (fixed),41.86666667,-103.6,1209,United States (the),IV
SEATTLE/S.-TACOMA,0-20000-0-72793,72793,Land (fixed),47.45,-122.3,130,United States (the),IV
SEWARD,0-20000-0-70277,70277,Land (fixed),60.11666667,-149.45,9,United States (the),IV
SHAW AFB,0-20000-0-74790,74790,Land (fixed),33.96666667,-80.48333333,0,United States (the),IV
SHEMYA AFB,0-20000-0-70414,70414,Land (fixed),52.71666667,174.1,29,United States (the),IV
SHERIDAN,0-20000-0-74500,74500,Land (fixed),39,-121.3333333,0,United States (the),IV
SHERIDAN/COUNTY,0-20000-0-72666,72666,Land (fixed),44.76666667,-106.9666667,1226,United States (the),IV
SHREVEPORT/REG.,0-20000-0-72248,72248,Land (fixed),32.45111111,-93.84138889,85.1,United States (the),IV
SIDNEY/MUN.,0-20000-0-72561,72561,Land (fixed),41.1,-102.9833333,1314,United States (the),IV
SIOUX CITY/MUN.,0-20000-0-72557,72557,Land (fixed),42.4,-96.38333333,334,United States (the),IV
SIOUX FALLS/FOSS FIELD,0-20000-0-72651,72651,Land (fixed),43.58333333,-96.73333333,435,United States (the),IV
SITKA,0-20000-0-70371,70371,Land (fixed),57.06666667,-135.35,6,United States (the),IV
SKAGWAY,0-20000-0-70362,70362,Land (fixed),59.46666667,-135.3,16,United States (the),IV
SLATER,0-20000-0-74449,74449,Land (fixed),41.9,-93.7,315,United States (the),IV
SLIDELL/MUN. LA,0-20000-0-72233,72233,Land (fixed),30.33694444,-89.825,9.9,United States (the),IV
SMOKEY HILL GUNNERY RANGE,0-20000-0-74545,74545,Land (fixed),38.65,-97.8,0,United States (the),IV
SOUTH BEND/ST.JOSEPH CO.,0-20000-0-72535,72535,Land (fixed),41.7,-86.31666667,241,United States (the),IV
SOUTH VANDENBERG AFB CA.,0-20000-0-74606,74606,Land (fixed),34.65,-120.5666667,0,United States (the),IV
SPARREVOHN AFS,0-20000-0-70235,70235,Land (fixed),61.1,-155.5666667,484,United States (the),IV
SPENCER,0-20000-0-72650,72650,Land (fixed),43.16666667,-95.15,404,United States (the),IV
SPICKARD,0-20000-0-72540,72540,Land (fixed),40.25,-93.71666667,271,United States (the),IV
SPOKANE,0-20000-0-72786,72786,Land (fixed),47.68055556,-117.6266667,729.1,United States (the),IV
SPOKANE/INT.,0-20000-0-72785,72785,Land (fixed),47.63333333,-117.5333333,720,United States (the),IV
SPRINGFIELD/CAPITAL,0-20000-0-72439,72439,Land (fixed),39.85,-89.66666667,181,United States (the),IV
SPRINGFIELD/MUN.,0-20000-0-72440,72440,Land (fixed),37.23472222,-93.40138889,391.1,United States (the),IV
ST JOSEPH,0-20000-0-72441,72441,Land (fixed),39.77388889,-94.90694444,0,United States (the),IV
ST. JOSEPH/ROSE-CRANS,0-20000-0-72449,72449,Land (fixed),39.76666667,-94.91666667,252,United States (the),IV
ST. PAUL ISLANDS,0-20000-0-70308,70308,Land (fixed),57.15,-170.2166667,10,United States (the),IV
ST.CLOUD/WHITNEY,0-20000-0-72655,72655,Land (fixed),45.55,-94.06666667,313,United States (the),IV
ST.JOHNSBURY,0-20000-0-72614,72614,Land (fixed),44.41666667,-72.01666667,203,United States (the),IV
ST.LOUIS/LAMBERT,0-20000-0-72434,72434,Land (fixed),38.75,-90.36666667,174,United States (the),IV
STALLION AAF,0-20000-0-74630,74630,Land (fixed),33.81666667,-106.6666667,0,United States (the),IV
STEPHENVILLE/CLARK FIELD MUN.,0-20000-0-72260,72260,Land (fixed),32.21666667,-98.18333333,402,United States (the),IV
STERLING,0-20001-0-72403,72403,Land (fixed),38.97666667,-77.48583333,88.4,United States (the),IV
STOCKTON/METROPOLITAN CA.,0-20000-0-72492,72492,Land (fixed),37.9,-121.25,9,United States (the),IV
SULPHUR GROVE,0-20001-0-72429,72429,Land (fixed),39.86666667,-84.11666667,0,United States (the),IV
SUMMIT (70264-0),0-20000-0-70264,70264,Land (fixed),63.33333333,-149.1333333,734,United States (the),IV
SUPERIOR VALLEY GUNNERY RANGE,0-20000-0-74619,74619,Land (fixed),36.33333333,-117.1,0,United States (the),IV
SYRACUSE/HANCOCK,0-20000-0-72519,72519,Land (fixed),43.11666667,-76.11666667,128,United States (the),IV
San Diego (CA),0-20008-0-SDO,SDO,Land (fixed),32.45000076,-117.1100006,124,United States (the),IV
San Juan,0-20008-0-SJP,SJP,Land (fixed),18.47999954,-66.12999725,17,United States (the),IV
Seguin (TX),0-20008-0-SEG,SEG,Land (fixed),29.57099915,-97.99299622,172,United States (the),IV
Seney NWR,0-20008-0-SWR,SWR,Land (fixed),46.28805161,-84.05388641,216,United States (the),IV
Sequoia (CA),0-20008-0-SQA,SQA,Land (fixed),36.49000168,-118.8199997,610,United States (the),IV
Shemya Island,0-20008-0-SHM,SHM,Land (fixed),52.72000122,174.1000061,40,United States (the),IV
Shenandoah (VA),0-20008-0-SHN,SHN,Land (fixed),38.52249908,-78.43579865,1074,United States (the),IV
Sheridan,0-20008-0-SHE,SHE,Land (fixed),44.93,-106.85,1115,United States (the),IV
Sierra Ancha,0-20008-0-SIA,SIA,Land (fixed),34.09080124,-110.9421005,1600,United States (the),IV
Silver Hill (MD),0-20008-0-SLH,SLH,Land (fixed),38.83000183,-76.94999695,89,United States (the),IV
Sioux Falls (SD),0-20008-0-SXF,SXF,Land (fixed),43.72999954,-96.62000275,473,United States (the),IV
Snoqualmie Pass,0-20008-0-SPS,SPS,Land (fixed),47.42200089,-121.4259033,1049,United States (the),IV
Southern Great Plains (SCP) Central Facility,0-20000-0-74646,74646,Land (fixed),36.605,-97.485,320,United States (the),IV
Southern Great Plains E13 (OK),0-20008-0-SGP,SGP,Land (fixed),36.59999847,-97.5,318,United States (the),IV
Speedwell,0-20008-0-SPD,SPD,Land (fixed),36.46983,-83.826511,361,United States (the),IV
Spokane (WA),0-20008-0-SKN,SKN,Land (fixed),47.66999817,-117.4199982,576,United States (the),IV
St. Croix,0-20008-0-AVI,AVI,Land (fixed),17.75,-64.75,3,United States (the),IV
Starkville (MS),0-20008-0-STK,STK,Land (fixed),33.47000122,-88.77999878,85,United States (the),IV
State College,0-840-300-36H8449,36H8449,Land (fixed),40.7933,-77.8671,356.6,United States (the),IV
Steamboat Springs (CO),0-20008-0-SPL,SPL,Land (fixed),40.45500183,-106.7440033,3220,United States (the),IV
Sterling/Washington (VA),0-20008-0-SVA,SVA,Land (fixed),38.97999954,-77.48000336,84,United States (the),IV
Sutro Tower,0-840-0-STR,STR,Land (fixed),37.7553,-122.4517,254,United States (the),IV
Sycamore Canyon,0-20008-0-SCN,SCN,Land (fixed),35.1405983,-111.9692001,2046,United States (the),IV
TACOMA/MC CHORD AFB,0-20000-0-74206,74206,Land (fixed),47.15,-122.4833333,0,United States (the),IV
TALKEETNA,0-20000-0-70251,70251,Land (fixed),62.3,-150.1,109,United States (the),IV
TALKEETNA,0-20000-0-70252,70252,Land (fixed),62.3,-150.4166667,0,United States (the),IV
TALLAHASSEE/MUN.,0-20000-0-72214,72214,Land (fixed),30.44611111,-84.29944444,52.8,United States (the),IV
TAMPA BAY AREA,0-20000-0-72210,72210,Land (fixed),27.70527778,-82.40055556,13.1,United States (the),IV
TAMPA/INT.,0-20000-0-72211,72211,Land (fixed),27.96666667,-82.53333333,8,United States (the),IV
TANANA,0-20000-0-70178,70178,Land (fixed),65.16666667,-152.1,69,United States (the),IV
TIN CITY AFS,0-20000-0-70117,70117,Land (fixed),65.56666667,-167.9166667,83,United States (the),IV
TINKER AFB,0-20000-0-72354,72354,Land (fixed),35.41666667,-97.38333333,0,United States (the),IV
TOLEDO/EXPRESS,0-20000-0-72536,72536,Land (fixed),41.6,-83.8,208,United States (the),IV
TOPEKA/MUN.,0-20000-0-72456,72456,Land (fixed),39.07222222,-95.63055556,268.1,United States (the),IV
TRUTH OR CONSEQUENCES,0-20000-0-72271,72271,Land (fixed),33.23333333,-107.2666667,1481,United States (the),IV
TUCSON,0-20000-0-72274,72274,Land (fixed),32.22777778,-110.9558333,751.4,United States (the),IV
TUCUMCARI,0-20000-0-74731,74731,Land (fixed),35.08333333,-103.6166667,1241,United States (the),IV
TULSA/INT.,0-20000-0-72356,72356,Land (fixed),36.2,-95.88333333,207,United States (the),IV
TUPELO/C.D. LEMONS MUN,0-20000-0-72332,72332,Land (fixed),34.26666667,-88.76666667,110,United States (the),IV
TYNDALL AFB,0-20000-0-74775,74775,Land (fixed),30.06666667,-85.58333333,0,United States (the),IV
Table Mountain (CA),0-20008-0-TMF,TMF,Land (fixed),34.38233948,-117.688797,2286,United States (the),IV
Tallahassee (FL),0-20008-0-TAL,TAL,Land (fixed),30.43333244,-84.33334351,53,United States (the),IV
Theodore (ND),0-20008-0-THR,THR,Land (fixed),46.90000153,-103.3799973,870,United States (the),IV
Three Sisters Wilderness,0-20008-0-TSW,TSW,Land (fixed),44.29100037,-122.0434036,885,United States (the),IV
Thurmont,0-840-0-TMD,TMD,Land (fixed),39.5768,-77.4881,561,United States (the),IV
Topeka (KS),0-20008-0-TPK,TPK,Land (fixed),39.06999969,-95.62999725,270,United States (the),IV
Trinidad Head (CA),0-20008-0-THD,THD,Land (fixed),41.05410004,-124.151001,107,United States (the),IV
Tucson Mountain #1 - Saguaro National Monument,0-20008-0-TMM,TMM,Land (fixed),32.28329849,-111.1667023,754,United States (the),IV
UMBC,0-20008-0-UMB,UMB,Land (fixed),39.2545,-76.7095,62,United States (the),IV
UMIAT,0-20000-0-70162,70162,Land (fixed),69.36666667,-152.1333333,81,United States (the),IV
UNALAKLEET,0-20000-0-70207,70207,Land (fixed),63.88333333,-160.8,6,United States (the),IV
UPTON,0-20000-0-72501,72501,Land (fixed),40.865,-72.86277778,19.6,United States (the),IV
Underhill (VT),0-20008-0-UHL,UHL,Land (fixed),44.53333282,-72.8666687,399,United States (the),IV
Unionville,0-20008-0-UVL,UVL,Land (fixed),43.613572,-83.359869,202,United States (the),IV
Upper Buffalo Wilderness,0-20008-0-UBW,UBW,Land (fixed),35.82580185,-93.20300293,722,United States (the),IV
VALDEZ,0-20000-0-70275,70275,Land (fixed),61.13333333,-146.35,11,United States (the),IV
VALENTINE/MILLER,0-20000-0-72567,72567,Land (fixed),42.86666667,-100.55,788,United States (the),IV
VALLEY,0-20000-0-72558,72558,Land (fixed),41.32,-96.36694444,351.5,United States (the),IV
VALPARAISO/EGLIN AFB,0-20000-0-72221,72221,Land (fixed),30.48333333,-86.51666667,0,United States (the),IV
VANDENBERG AFB,0-20000-0-72393,72393,Land (fixed),34.75,-120.5666667,0,United States (the),IV
VANDENBERG AFB,0-20000-0-74604,74604,Land (fixed),34.78333333,-120.5333333,170,United States (the),IV
VERO BEACH,0-20000-0-74793,74793,Land (fixed),27.65611111,-80.41805556,0,United States (the),IV
VERONA,0-20000-0-74480,74480,Land (fixed),43.13333333,-75.6,0,United States (the),IV
VICI,0-20000-0-74640,74640,Land (fixed),36.06666667,-99.21666667,648,United States (the),IV
VICTORIA/VICTORIA REGIONAL,0-20000-0-72255,72255,Land (fixed),28.85,-96.91666667,32,United States (the),IV
Valparaiso (IN),0-20008-0-VLP,VLP,Land (fixed),41.5,-87,240,United States (the),IV
Vincennes,0-20008-0-VIN,VIN,Land (fixed),38.740792,-87.484923,136,United States (the),IV
Virgin Islands,0-20008-0-VII,VII,Land (fixed),18.33620071,-64.79620361,56,United States (the),IV
Voyageurs NP,0-20008-0-VOY,VOY,Land (fixed),48.412518,-92.829225,429,United States (the),IV
WACO,0-20000-0-72256,72256,Land (fixed),31.61666667,-97.21666667,157,United States (the),IV
WALES,0-20000-0-70116,70116,Land (fixed),65.61666667,-168.05,9,United States (the),IV
WALLA WALLA,0-20000-0-72788,72788,Land (fixed),46.03333333,-118.3333333,289,United States (the),IV
WALLOPS ISLAND,0-20000-0-72402,72402,Land (fixed),37.93333333,-75.48333333,12.2,United States (the),IV
WARROAD,0-20000-0-72756,72756,Land (fixed),48.93333333,-95.35,0,United States (the),IV
WASHINGTON/DULLES INT.,0-20000-0-72403,72403,Land (fixed),38.95,-77.45,95,United States (the),IV
WASHINGTON/NAT.,0-20000-0-72405,72405,Land (fixed),38.85,-77.03333333,5,United States (the),IV
WATERLOO/MUN.,0-20000-0-72548,72548,Land (fixed),42.55,-92.4,266,United States (the),IV
WAYCROSS/WARE CO.,0-20000-0-72213,72213,Land (fixed),31.25,-82.4,46,United States (the),IV
WENDOVER/AF. AUX. FIELD,0-20000-0-72581,72581,Land (fixed),40.73333333,-114.0333333,1291,United States (the),IV
WEST DOVER,0-20000-0-74484,74484,Land (fixed),42.93333333,-72.86666667,0,United States (the),IV
WEST PALM BEACH/ INT. FL.,0-20000-0-72203,72203,Land (fixed),26.68333333,-80.1,7,United States (the),IV
WEST PLAINS,0-20000-0-72348,72348,Land (fixed),36.73333333,-91.85,307,United States (the),IV
WFO PHOENIX,0-20000-0-74626,74626,Land (fixed),33.45,-111.95,386,United States (the),IV
WHITE LAKE,0-20000-0-72632,72632,Land (fixed),42.69888889,-83.47138889,330.2,United States (the),IV
WICHITA FALLS/SHEPS AFB/WICHITA FALLS/MUN.,0-20000-0-72351,72351,Land (fixed),33.96666667,-98.48333333,309,United States (the),IV
WICHITA/MID-CONTINENT,0-20000-0-72450,72450,Land (fixed),37.65,-97.43333333,406,United States (the),IV
WILKES-BARRE-SCRANTON,0-20000-0-72513,72513,Land (fixed),41.33333333,-75.73333333,292,United States (the),IV
WILLIAMSPORT/LYCOMING COUNTY,0-20000-0-72514,72514,Land (fixed),41.25,-76.91666667,161,United States (the),IV
WILLISTON/SLOULIN FIELD INT.,0-20000-0-72767,72767,Land (fixed),48.18333333,-103.6333333,592,United States (the),IV
WILMINGTON,0-20000-0-72418,72418,Land (fixed),39.67305556,-75.60111111,0,United States (the),IV
WILMINGTON,0-20000-0-72302,72302,Land (fixed),34.26666667,-77.9,10,United States (the),IV
WILMINGTON,0-20000-0-72426,72426,Land (fixed),39.42138889,-83.82166667,322.7,United States (the),IV
WILMINGTON,0-20000-0-74483,74483,Land (fixed),42.88333333,-72.88333333,0,United States (the),IV
WINCHESTER,0-20000-0-74556,74556,Land (fixed),39.65,-90.48333333,170,United States (the),IV
WINNEMUCCA/MUN.,0-20000-0-72583,72583,Land (fixed),40.9,-117.8,1315,United States (the),IV
WINNFIELD,0-20000-0-74753,74753,Land (fixed),31.9,-92.78333333,93,United States (the),IV
